In/ut;Betalsätt;Konto;Typ;Huvudkategori;Kategori 2;Kategori 3;Kategori 4;Vad;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;JULA AB,ASKIM,SE;;;;;;;;-59.7
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ASKIMS CAMPING,ASKIM,SE;;;;;;;;-70.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ASKIMS CAMPING,ASKIM,SE;;;;;;;;-76.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;ASKIMSBADET,ASKIM,SE;;;;;;;;-50.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;ASKIMSBADET,ASKIM,SE;;;;;;;;-120.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;WILLYS SISJÖN,ASKIM,SE;;;;;;;;-584.31
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BRODHUSET,ASKIM,SE;;;;;;;;-57.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MAT  WILLY;;;;;;;;316.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MAT;;;;;;;;560.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MAT WILLYS;;;;;;;;1115.0
Inkomster;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;HALLON GUSTAF;;;;;;;;99.0
Inkomster;empty;Lönekonto;Rörligt;Fritid;empty;empty;empty;HALLON FREJA;;;;;;;;99.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;PLANTAGEN ASKIM,ASKIM,SE;;;;;;;;-89.7
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BLOMSTERLANDET,ASKIM,SE;;;;;;;;-56.9
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;WILLYS SISJÖN,ASKIM,SE;;;;;;;;-560.31
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;PARKERINGSBOLAGET,GOTEBORG,SE;;;;;;;;-6.0
Utgifter;empty;Lönekonto;Rörligt;Mobil;empty;empty;empty;HALLON.SE,Stockholm,SE;;;;;;;;-99.0
Utgifter;empty;Lönekonto;Rörligt;Mobil;empty;empty;empty;HALLON.SE,Stockholm,SE;;;;;;;;-99.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;GOOGLE  Google Play Ap,London,GB;;;;;;;;-10.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;NETFLIX.COM,020790637,NL;;;;;;;;-89.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;GOOGLE  Google Play Ap,London,GB;;;;;;;;-10.0
Utgifter;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;APOTEK HJARTAT ICA MAX,VASTRA FROLUN,SE;;;;;;;;-143.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;MAXI ICA STORMARKNAD H,VASTRA FROLUN,SE;;;;;;;;-1115.45
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BILTEMA SWEDEN SISJON,VESTRA FROLUN,SE;;;;;;;;-44.9
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA NARA HAGA,GOTEBORG,SE;;;;;;;-353.96
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;INET RINGON,GOTEBORG,SE;;;;;;;-878.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;INTER BOWLING MAJORNA,GOTEBORG,SE;;;;;;;-28.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;PARKERINGSBOLAGET,GOTEBORG,SE;;;;;;;-26.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;CLAS OHLSON,ASKIM,SE;;;;;;;-59.8
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;WILLYS SISJÖN,ASKIM,SE;;;;;;;-111.9
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA KVANTUM FROLUNDA,VASTRA FROLUN,SE;;;;;;;-205.2
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;CLAS OHLSON,FROLUNDA TORG,SE;;;;;;;-79.9
Utgifter;empty;Lönekonto;Fasta;Spara;empty;empty;empty;Överf ISK;;;;;;;-500.0
Utgifter;empty;Lönekonto;Fasta;Spara;empty;empty;empty;Överf ISK;;;;;;;-500.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;GOOGLE  Google Play Apps,London,GB;;;;;;;-59.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Swish till SF Anytime AB;;;;;;;-39.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;PodMe,Stockholm,SE;;;;;;;-69.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;BEERISTA,GOTEBORG,SE;;;;;;;-75.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;9025.19.457.76;;;;;;;-9000.0
Utgifter;empty;Lönekonto;Rörligt;Spara;empty;empty;empty;Avbetalning bil Fredrik;;;;;;;-1000.0
Utgifter;empty;Lönekonto;Rörligt;Räkningar;empty;empty;empty;9023.78.887.28;;;;;;;-15000.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Swish till SF Anytime AB;;;;;;;-49.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;IKANO BANK AB - PREEM;;;;;;;-1500.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;9023.94.307.61;;;;;;;-2.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;9023.94.307.61;;;;;;;-184.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;SANGUINE,GOTEBORG,SE;;;;;;;-59.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;;186.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;WILLYS SISJÖN,ASKIM,SE;;;;;;;-217.77
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;GOTEBORGS BOTANISKA TR,GOTEBORG,SE;;;;;;;-24.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;GOTEBORGS BOTANISKA TR,GOTEBORG,SE;;;;;;;-66.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;LIDL 274/GBG FROLUNDA,GOTEBORG,SE;;;;;;;-114.5
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;PARKERINGSBOLAGET,GOTEBORG,SE;;;;;;;-2.0
Utgifter;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;ECO & FAIR,GOTEBORG,SE;;;;;;;-395.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;PARKERINGSBOLAGET,GOTEBORG,SE;;;;;;;-20.0
Inkomster;empty;Lönekonto;Fasta;Lön;empty;empty;empty;Löneinsättning;;;;;;;32877.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;;200.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;Mat;;;;;;;200.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;;380.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;GOOGLE *Google Play Ap,g.co/HelpPay#,IE;;;;;;;-59.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA KVANTUM HOVAS,HOVAS,SE;;;;;;;-118.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;STORA COOP SISJÖN,ASKIM,SE;;;;;;;-219.7
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Spotify P109911445,Stockholm,SE;;;;;;;-99.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MR GATSBY PIZZERIA,Askim,SE;;;;;;;-90.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;RUSTA SISJON 46,ASKIM,SE;;;;;;;-576.9
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;;-169.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;;-89.9
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;RESTAURANG GREENS,VESTRA FROLUN,SE;;;;;;;-25.0
Inkomster;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;;19.95
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;FLUGGER AB S027,Askim,SE;;;;;;;-1642.9
Utgifter;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;iZ *Boguro AB,GOTEBORG,SE;;;;;;;-52.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;CIRCLE K GOTEBORG HJAL,GOTEBORG,SE;;;;;;;-26.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;PARKERINGSBOLAGET,GOTEBORG,SE;;;;;;;-7.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;STORA COOP SISJÖN,ASKIM,SE;;;;;;;-196.35
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;;-193.95
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;;-169.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;STORA COOP SISJÖN,ASKIM,SE;;;;;;;-172.85
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;GOOGLE *Google Play Ap,g.co/HelpPay#,IE;;;;;;;-10.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;STORA COOP SISJON,ASKIM,SE;;;;;;;-161.4
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;;-119.9
Inkomster;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;FLÄKTPLATTA;;;;;;;120.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MAT WILLY;;;;;;;295.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;MAT VIRSERUM;;;;;;;303.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA KVANTUM FROLUNDA,VASTRA FROLUN,SE;;;;;;;-134.75
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MR GATSBY PIZZERIA,ASKIM,SE;;;;;;;-90.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;PA SPARET,VIMMERBY,SE;;;;;;;-20.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;MICROSOFT*MICROSOFT 365 P,MSBILL.INFO,IE;;;;;;;-64.99
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;Vasttrafik AB,Goteborg,SE;;;;;;;-30.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;NYA*Toalett,46031920985,SE;;;;;;;-10.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;7-ELEVEN 4324101,GOTEBORG,SE;;;;;;;-74.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;7-ELEVEN 4324101,GOTEBORG,SE;;;;;;;-28.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ESPRESSO HOUSE 317,NASSJO,SE;;;;;;;-79.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA NARA KRYSSET  VIRSERU,VIRSERUM,SE;;;;;;;-136.85
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA NARA KRYSSET  VIRSERU,VIRSERUM,SE;;;;;;;-167.7
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;PRESSBYRAN 4128810,GOTEBORG,SE;;;;;;;-24.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;PRALINEHUSET H.R AB,GOTEBORG,SE;;;;;;;-129.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;BURGER KING JAR,GOTEBORG,SE;;;;;;;-87.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;TAXI GOTEBORG,GOTEBORG,SE;;;;;;;-413.0
Utgifter;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;APOTEKSHOP CENTRALEN,GOETEBORG,SE;;;;;;;-99.0
Inkomster;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;Taxi;;;;;;;413.0
Inkomster;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;Conpeed apotek;;;;;;;99.0
Inkomster;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;Presenter;;;;;;;1814.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;STORA COOP SISJON,ASKIM,SE;;;;;;;-161.95
Utgifter;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;AKADEMIBOKHANDE,GOTEBORG,SE;;;;;;;-249.0
Utgifter;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;AKADEMIBOKHANDE,VASTRA FROLU,SE;;;;;;;-299.0
Utgifter;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;AKADEMIBOKHANDE,VASTRA FROLU,SE;;;;;;;-103.2
Utgifter;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;KICKS V FROELUNDA,VAESTRA FROEL,SE;;;;;;;-215.6
Inkomster;empty;Lönekonto;Fasta;Mobil;empty;empty;empty;Mobil;;;;;;;150.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;Mat;;;;;;;200.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;JOHN SCOTT'S,MOLNDAL,SE;;;;;;;-130.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;JOHN SCOTT'S,MOLNDAL,SE;;;;;;;-167.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;JOHN SCOTT'S,MOLNDAL,SE;;;;;;;-134.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;KJELL & CO 51,VASTRA FROLUN,SE;;;;;;;-349.9
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MR GATSBY PIZZERIA,ASKIM,SE;;;;;;;-90.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;NETFLIX.COM,Amsterdam,NL;;;;;;;-89.0
Utgifter;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;HALLON.SE,STOCKHOLM,SE;;;;;;;-99.0
Utgifter;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;HALLON.SE,STOCKHOLM,SE;;;;;;;-49.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Swish till SF Anytime AB;;;;;;;-49.0
Inkomster;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS;;;;;;180.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MAT WILLYS;;;;;;950.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;-183.95
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MCDONALDS MOLND,MOLNDAL,SE;;;;;;-81.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;PARKERINGSBOLAGET,GOTEBORG,SE;;;;;;-8.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;PREEM,ASKIM,SE;;;;;;-817.14
Utgifter;empty;Lönekonto;Fasta;Spara;empty;empty;empty;Överf ISK;;;;;;-500.0
Utgifter;empty;Lönekonto;Fasta;Spara;empty;empty;empty;Överf ISK;;;;;;-500.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;MAXI ICA STORMARKNAD HOGS,VASTRA FROLUN,SE;;;;;;-936.81
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;9023.94.307.61;;;;;;-2000.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;IKANO BANK AB - PREEM;;;;;;-1000.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MAT;;;;;;118.0
Inkomster;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;CORONA TEST;;;;;;495.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA KVANTUM FROLUNDA,VASTRA FROLUN,SE;;;;;;-118.26
Utgifter;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;KRY.SE,STOCKHOLM,SE;;;;;;-495.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;9025.19.457.76;;;;;;-9000.0
Utgifter;empty;Lönekonto;Rörligt;Spara;empty;empty;empty;Avbetalning bil Fredrik;;;;;;-1000.0
Utgifter;empty;Lönekonto;Rörligt;Räkningar;empty;empty;empty;9023.78.887.28;;;;;;-15000.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;SwishPaymentMessage;;;;;;-100.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Spotify P10409D9E4,Stockholm,SE;;;;;;-99.0
Inkomster;empty;Lönekonto;Fasta;Lön;empty;empty;empty;Löneinsättning;;;;;;32813.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;SwishPaymentMessage;;;;;;-100.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;Mat virserum;;;;;;140.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;MCDONALDS FROLU,VASTRA FROLUN,SE;;;;;;-77.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;STORA COOP SISJON,ASKIM,SE;;;;;;-77.9
Inkomster;empty;Lönekonto;Rörligt;Bidrag;empty;empty;empty;TILL G & F;;;;;;2000.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;SwishPaymentMessage;;;;;;-100.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;1.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;11.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;35.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;50.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;WILLYS SISJON,ASKIM,SE;;;;;;-412.42
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA KVANTUM FROLUNDA,VASTRA FROLUN,SE;;;;;;-114.17
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;500.0
Utgifter;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;APOTEK HJARTAT ICA MAXI H,VASTRA FROLUN,SE;;;;;;-167.9
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;STORA COOP SISJON,ASKIM,SE;;;;;;-197.35
Inkomster;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;Compeed igen;;;;;;100.0
Inkomster;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;Compeed;;;;;;200.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;PLANTAGEN ASKIM,ASKIM,SE;;;;;;-378.8
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;SOTA BAR SWEDEN AB,KUNGALV,SE;;;;;;-100.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;STORA COOP SISJON,ASKIM,SE;;;;;;-387.6
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;142.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;SYSTEMBOLAGET ASKIM,ASKIM,SE;;;;;;-644.4
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Storytel Sweden AB,Stockholm,SE;;;;;;-169.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;500.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;MAXI ICA STORMARKNAD HOGS,VASTRA FROLUN,SE;;;;;;-3174.63
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;PREEM,ASKIM,SE;;;;;;-802.4
Utgifter;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;MYCASE-PODRUZNICA ZAGR,ZAGREB,HR;;;;;;-267.37
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;GP.SE,INTERNET,SE;;;;;;-49.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;1000.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;Mat midsommar;;;;;;3200.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;STORA COOP SISJON,ASKIM,SE;;;;;;-192.0
Inkomster;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;Mobilskal Gustaf;;;;;;200.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;K*Ian & Burt;;;;;;-258.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;RUSTA SISJON 46,ASKIM,SE;;;;;;-697.6
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA KVANTUM FROLUNDA,VASTRA FROLUN,SE;;;;;;-270.5
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;MCDONALDS FROLU,VASTRA FROLUN,SE;;;;;;-77.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;IKANO BANK AB - PREEM;;;;;;-3000.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;Mat;;;;;;270.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;Mat;;;;;;192.0
Inkomster;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;Lakan;;;;;;700.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;COOP KONSUM VIRSERUM,VIRSERUM,SE;;;;;;-178.0
Inkomster;empty;Lönekonto;Fasta;Mobil;empty;empty;empty;Mat coop;;;;;;178.0
Inkomster;empty;Lönekonto;Fasta;Mobil;empty;empty;empty;Mat coop;;;;;;485.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;COOP KONSUM VIRSERUM,VIRSERUM,SE;;;;;;-485.7
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Microsoft*Microsoft 365 P,msbill.info,IE;;;;;;-64.99
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;MAXI ICA STORMARKNAD HOGS,VASTRA FROLUN,SE;;;;;;-99.0
Inkomster;empty;Lönekonto;Rörligt;Skatt;empty;empty;empty;SK7512235974;;;;;;2453.0
Inkomster;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;329.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;-299.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;-329.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;-315.9
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Kylväska;;;;;;300.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;Mat;;;;;;1200.0
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;WILLYS SISJON,ASKIM,SE;;;;;;-1168.47
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;PREEM,ASKIM,SE;;;;;;-903.97
Utgifter;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;APOTEK HJARTAT ICA MAXI H,VASTRA FROLUN,SE;;;;;;-263.49
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;MCDONALDS MOLND,MOLNDAL,SE;;;;;;-77.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;OKQ8,VASTRA FROLUN,SE;;;;;;-61.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;OKQ8,VASTRA FROLUN,SE;;;;;;-8386.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;MAXI ICA STORMARKNAD HOGS,VASTRA FROLUN,SE;;;;;;-1635.47
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA KVANTUM HOVAS,HOVAS,SE;;;;;;-194.6
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Gustaf Moberg;;;;;;-100.0
Utgifter;empty;Lönekonto;Rörligt;Presenter;empty;empty;empty;BESIKTA BILPROV,STOCKHOLM,SE;;;;;;-319.0
Inkomster;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;Mat;;;;;;1700.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;2000.0
Inkomster;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Fredrik Moberg;;;;;;2000.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;NETFLIX.COM,Amsterdam,NL;;;;;;-89.0
Utgifter;empty;Lönekonto;Rörligt;Boende;empty;empty;empty;BAUHAUS SISJON,VESTRA FROLUN,SE;;;;;;-251.9
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;Gustaf Moberg;;;;;;-50.0
Utgifter;empty;Lönekonto;Rörligt;Transport;empty;empty;empty;MCDONALDS FROLU,VASTRA FROLUN,SE;;;;;;-201.0
Utgifter;empty;Lönekonto;Rörligt;Övrigt;empty;empty;empty;MAXI ICA STORMARKNAD HOGS,VASTRA FROLUN,SE;;;;;;-333.65
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA KVANTUM FROLUNDA,VASTRA FROLUN,SE;;;;;;-156.65
Utgifter;empty;Lönekonto;Rörligt;Mat;empty;empty;empty;ICA KVANTUM FROLUNDA,VASTRA FROLUN,SE;;;;;;-265.49
Utgifter;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;HALLON.SE,STOCKHOLM,SE;;;;;;-49.0
Utgifter;empty;Lönekonto;Rörligt;Sjukvård;empty;empty;empty;HALLON.SE,STOCKHOLM,SE;;;;;;-99.0
